,ID,Name,School_ID,School,Division,Fr_PR,So_PR,Jr_PR,Sr_PR,Grad_Yr
831,819894,Allison Wilder,21487,UC Riverside,Big West,11.97,12.46,12.96,13.22,2011
832,691420,Madeline Leduc,21486,UC Irvine,Big West,11.97,11.9,12.1,12.55,2011
836,662777,Sarah Agara,21292,Rice,C-USA,12.47,12.52,12.36,12.59,2011
842,629320,Motara Okusaga,21472,Towson,Colonial (CAA),10.96,10.7,10.84,10.39,2011
846,604301,Rachel Biblo,20680,Brown,Heps,10.87,11.49,12.25,12.84,2011
849,607929,Kim Lienhoop,20784,Cornell,Heps,11.6,12.04,12.09,12.15,2011
851,693996,Reigna Pierce,21580,Wisconsin-Milwaukee,Horizon,11.66,11.51,12.0,12.08,2011
852,639232,Ashley Hunault,21546,Western Michigan,Mid-American (MAC),11.08,11.1,11.61,12.26,2011
853,272280,Hope Alexander,21101,Miami (OH),Mid-American (MAC),11.19,12.24,11.82,12.18,2011
860,636311,Sarah Krott,20685,Buffalo,Mid-American (MAC),10.98,11.47,11.3,11.24,2011
878,655827,Danay Spencer,21045,Long Island U - Brooklyn,Northeast (NEC),11.32,12.39,12.34,12.33,2011
886,676003,Jamesha Youngblood,21242,Oregon,PAC-10,12.62,13.16,13.3,12.89,2011
891,677594,Candace Missouri,21526,Washington State,PAC-10,12.19,12.23,12.1,12.0,2011
894,811849,Dayna Hill,21490,UCLA,PAC-10,10.17,11.51,11.64,11.44,2011
895,674283,Cara Bickers,21493,USC,PAC-10,10.69,11.1,11.07,10.71,2011
898,656584,Melissa Ogbourne,21056,LSU,Southeastern (SEC),12.47,13.16,13.36,13.16,2011
901,665859,Erika Akins,20625,Auburn,Southeastern (SEC),11.69,11.4,11.69,12.06,2011
902,666004,Ke'Undra Bishop,21004,Kentucky,Southeastern (SEC),12.44,12.44,12.11,12.05,2011
904,872487,Faith Middlebrooks,20900,Georgia,Southeastern (SEC),11.48,11.14,10.95,11.31,2011
905,625077,Veronica Day,20855,Elon,Southern (SoCon),11.62,11.72,12.1,12.42,2011
906,625068,Lauren Hawkesworth,20855,Elon,Southern (SoCon),10.92,11.74,11.75,11.49,2011
915,625942,Kortney Thurman,21106,Middle Tennessee State,Sun Belt,10.31,11.63,12.76,12.52,2011
917,662672,Brittany Guy,21048,Louisiana Tech,Western (WAC),11.19,12.32,12.66,12.4,2011
918,662686,Quatisha Williams,21048,Louisiana Tech,Western (WAC),11.91,12.38,12.62,12.38,2011
919,662687,Sapphira Brown,21048,Louisiana Tech,Western (WAC),11.2,11.85,12.02,12.24,2011
921,606120,Aurelia Houston,21175,Nevada-Reno,Western (WAC),10.67,11.96,11.68,11.43,2011
936,628708,Ashika Charan,21453,Texas A&amp;M,Big 12,13.0,13.5,13.29,13.51,2010
938,636006,Leandra McGruder,21169,Nebraska,Big 12,12.35,11.52,13.24,13.16,2010
940,636043,Zarinah Suluki-Drakes,21169,Nebraska,Big 12,11.76,12.81,12.53,12.81,2010
947,626520,Cynthia Edwards,20816,DePaul,Big East,11.25,10.72,11.1,11.06,2010
956,719229,Lauren Reid,21487,UC Riverside,Big West,11.29,11.76,12.73,13.16,2010
962,720396,Natalie Nguyen,21486,UC Irvine,Big West,10.32,11.22,11.41,11.45,2010
963,656718,Ashley May,21378,Southern Mississippi,C-USA,12.22,12.38,12.85,13.26,2010
989,676328,Karolina Mosa,21560,Wichita State,Missouri Valley (MVC),11.49,11.49,11.39,11.29,2010
991,675499,Neidra Covington,21457,Texas Christian,Mountain West (MWC),12.81,13.15,13.56,13.46,2010
993,691609,Kai Wheeler,21326,San Diego State,Mountain West (MWC),11.45,11.92,12.64,12.37,2010
994,654312,Tanesha Johnson,20768,Colorado State,Mountain West (MWC),11.8,12.5,12.23,12.2,2010
1007,692651,Ekenechukuw Anene,21493,USC,PAC-10,11.76,12.61,12.07,13.06,2010
1027,272652,Danielle Thorpe,20615,Appalachian State,Southern (SoCon),11.52,12.14,12.84,13.16,2010
1039,687962,Carolyn Borsch,21265,Portland,West Coast (WCC),10.18,10.21,10.08,10.09,2010
1040,606086,Eleni Kafourou,20666,Boise State,Western (WAC),12.65,13.01,12.96,13.29,2010
1057,628775,Yasmine Regis,21453,Texas A&amp;M,Big 12,13.6,13.02,13.39,13.82,2009
1090,662448,Amanda Body,21498,Valparaiso,Horizon,10.76,10.66,10.31,10.61,2009
1097,676309,Erika Kovesi,21560,Wichita State,Missouri Valley (MVC),11.67,12.4,11.92,12.47,2009
1107,645004,Heather Patton,21045,Long Island U - Brooklyn,Northeast (NEC),11.18,11.87,12.15,12.7,2009
1109,683193,Jenna Uhe,20841,Eastern Illinois,Ohio Valley (OVC),11.8,12.06,11.7,11.47,2009
1117,1767084,Ashley Potter,21242,Oregon,PAC-10,39.4375,39.72916666666666,39.333333333333336,40.125,2012
1147,275934,Crystal Manning,20996,Kansas,Big 12,12.72,12.61,13.34,13.4,2008
1151,1252292,Tamara Highsmith,20780,Connecticut,Big East,11.99,12.71,12.99,12.99,2008
1182,692563,Erica McLain,21424,Stanford,PAC-10,13.68,13.66,13.67,14.6,2008
1183,1405832,Cassandra Strickland,21484,UC Berkeley,PAC-10,12.84,12.51,12.98,12.94,2008
1184,692666,Michelle Sanford,21493,USC,PAC-10,11.57,12.75,12.53,12.69,2008
1187,692405,Sarah Burns,21526,Washington State,PAC-10,11.8,11.46,12.48,12.22,2008
1200,805581,Erin Langford,21488,UC San Diego,West Coast (WCC),11.04,11.24,11.3,11.78,2012
