,ID,Name,School_ID,School,Division,Fr_PR,So_PR,Jr_PR,Sr_PR,Grad_Yr
173,6794798,Viershanie Latham,21461,Texas Tech,Big 12,11.9,12.51,13.6,13.67,2017
174,5041790,Brianna Richardson,20641,Baylor,Big 12,12.84,13.2,13.05,13.59,2017
185,14406556,Regine Hunter,21442,Syracuse,Big East,12.08,12.12,12.39,11.58,2017
190,5043771,Janae Jones,21033,Liberty,Big South,12.19,12.5,12.46,12.74,2017
192,6244394,Ty'Jalayah Robertson,20790,CS Fullerton,Big West,11.69,11.79,12.38,12.42,2017
194,6244393,Ifunanya Gwacham,20790,CS Fullerton,Big West,11.73,11.51,11.92,11.85,2017
198,5363722,Cydney Leath,20792,CS Northridge,Big West,11.9,12.47,12.18,11.49,2017
199,5363466,Marissa Rossi,20792,CS Northridge,Big West,11.99,11.99,12.1,10.99,2017
201,6256576,Daisy Ding,21292,Rice,C-USA,12.44,13.18,13.02,13.26,2017
202,6161273,Antonique Butler,21074,Marshall,C-USA,11.72,12.02,12.58,12.72,2017
206,6656981,Nhautrey Brown,20897,George Mason,Colonial (CAA),12.22,12.75,12.2,11.71,2017
208,6657012,Ebony Owusu-Sampah,20989,James Madison,Colonial (CAA),11.88,11.64,11.49,11.41,2017
214,6243826,Mariah Gibbs,21341,Seattle University,Great West,10.49,11.34,11.53,11.6,2017
218,6657268,Ellie Pollock,21602,Youngstown State,Horizon,11.14,11.29,11.52,12.01,2017
223,6657251,Jade McKnight,21546,Western Michigan,Mid-American (MAC),10.78,11.45,11.79,11.86,2017
225,6657038,Shauntel Lucius,21080,Maryland-Eastern Shore,Mid-Eastern (MEAC),11.1,11.77,12.26,12.72,2017
229,6244233,Jannell Hadnot,21180,New Mexico,Mountain West (MWC),12.65,12.91,13.36,13.23,2017
238,6404140,Anna Maki,21496,Utah State,Mountain West (MWC),10.45,10.88,10.68,11.32,2017
240,6244639,Kaylnn Pitts,20630,Austin Peay,Ohio Valley (OVC),12.53,12.92,12.2,12.7,2017
241,6244638,Chancis Jones,20630,Austin Peay,Ohio Valley (OVC),12.08,12.46,12.01,12.9,2017
254,6494656,Marshay Ryan,20625,Auburn,Southeastern (SEC),13.2,13.53,13.68,13.45,2017
255,6238643,Natasha Dicks,21361,South Carolina,Southeastern (SEC),12.28,13.16,13.6,13.38,2017
257,6489404,Nataliyah Friar,21056,LSU,Southeastern (SEC),12.48,13.36,12.97,13.29,2017
259,6494635,Sha'Keela Saunders,21004,Kentucky,Southeastern (SEC),12.68,12.48,13.34,12.65,2017
261,6238638,Brielyn Rogers,21448,Tennessee,Southeastern (SEC),12.03,12.46,12.76,12.42,2017
263,8982284,Tiffani Lewis,21543,Western Carolina,Southern (SoCon),10.05,11.11,11.6,12.16,2017
264,6656961,Jayna Coyle,20855,Elon,Southern (SoCon),11.06,11.18,12.34,12.05,2017
265,6181785,Chenell Bryan,21543,Western Carolina,Southern (SoCon),10.23,11.57,11.32,11.98,2017
269,9124159,Sofia Ramirez-Maciel,20715,Central Arkansas,Southland (SLC),10.94,11.45,11.33,11.77,2017
272,7145558,Kaitlyn Beans,21360,South Alabama,Sun Belt,12.99,12.78,13.38,13.1,2017
275,6349331,Faith Eruwa,20964,Idaho,Western (WAC),11.84,11.5,12.01,11.77,2017
285,5221084,Jessica Caldwell,21507,Virginia,Atlantic Coast (ACC),11.87,12.5,12.02,12.21,2016
290,6244742,Vania Anane,21274,Purdue,Big 10,11.47,12.07,12.17,12.79,2016
296,5259545,Gionna Jackson,21461,Texas Tech,Big 12,11.62,12.62,12.23,12.98,2016
298,5077619,Alyssa Kelly,20998,Kansas State,Big 12,12.0,12.37,12.81,12.39,2016
306,10876318,Chaquinn Cook,21266,Portland State,Big Sky,12.82,13.51,13.89,13.72,2019
309,5100310,Kendal Nielsen,20694,Cal Poly SLO,Big West,11.81,12.17,12.46,12.96,2016
311,6349276,Catherine Li,21485,UC Davis,Big West,11.67,12.53,11.89,12.2,2016
337,5209945,Dior Delophont,21003,Kent State,Mid-American (MAC),12.86,12.39,13.26,13.09,2016
339,5088917,Tiera Parker,20671,Bowling Green,Mid-American (MAC),11.14,11.37,12.03,11.88,2016
347,5678512,Robiann Broomfield,21131,Missouri State,Missouri Valley (MVC),12.46,12.72,12.4,12.34,2016
349,6863772,Kayla Bell,20829,Drake,Missouri Valley (MVC),11.31,11.77,12.51,12.29,2016
351,3845585,Aasha Marler,21180,New Mexico,Mountain West (MWC),11.75,11.62,12.2,12.85,2016
354,4987458,Angelea Ross,20583,Air Force,Mountain West (MWC),12.0,11.86,11.64,12.04,2016
362,5482387,Amber Townsend,21449,Tennessee State,Ohio Valley (OVC),11.37,11.4,12.1,12.83,2016
366,6348459,Jill Jachino,21162,Murray State,Ohio Valley (OVC),10.64,10.92,10.64,11.63,2016
387,5354352,RoShani Glover,20729,Charleston (SC),Southern (SoCon),11.84,11.77,12.06,12.15,2016
397,6494643,India Hammond,21106,Middle Tennessee State,Sun Belt,12.0,12.95,12.52,12.9,2016
398,8429576,Pershawna Williams,21106,Middle Tennessee State,Sun Belt,11.71,12.53,12.3,12.79,2016
405,3845901,Thea LaFond,21078,Maryland,Atlantic Coast (ACC),12.76,13.25,12.55,12.51,2015
413,3843437,Tori Franklin,21103,Michigan State,Big 10,13.02,13.56,12.93,13.38,2015
421,3798796,Mary Esther Gourdin,21219,Notre Dame,Big East,12.0,11.99,12.21,12.69,2015
429,3809765,Melissa Rohwer,21033,Liberty,Big South,11.89,12.33,11.65,11.64,2015
432,2874003,Olympia Jewett,20792,CS Northridge,Big West,11.51,12.05,11.54,12.1,2015
441,3804852,Amira Idris,20812,Delaware,Colonial (CAA),12.3,11.79,11.89,12.34,2015
444,3863065,Spencer Nendza,20812,Delaware,Colonial (CAA),10.51,10.53,11.09,11.51,2015
457,3860050,Shanice Andrews,21560,Wichita State,Missouri Valley (MVC),12.12,11.3,12.66,12.53,2015
462,3843019,Cheyenne Hall,20768,Colorado State,Mountain West (MWC),11.92,12.04,11.77,12.41,2015
469,3867494,Ja'Lyn Burr,21449,Tennessee State,Ohio Valley (OVC),12.29,11.89,12.1,12.2,2015
471,3812811,Felicia Oladakun,21449,Tennessee State,Ohio Valley (OVC),11.37,11.58,12.23,11.82,2015
473,3863865,Melia Cox,21493,USC,PAC-12,12.71,13.22,12.8,12.78,2015
479,3844855,Ciarra Brewer,20871,Florida,Southeastern (SEC),13.65,13.53,13.91,13.49,2015
493,3845761,Allie Saunders,21460,Texas State,Southland (SLC),12.11,12.41,12.77,13.64,2015
495,3842934,Terralyn Johnson,21459,Texas Southern,Southwestern (SWAC),11.76,11.78,11.84,11.7,2015
501,3861011,Katherine Maus,21265,Portland,West Coast (WCC),11.02,11.57,11.87,12.39,2015
503,6404140,Anna Maki,21496,Utah State,Western (WAC),10.45,10.88,10.68,11.32,2017
504,2766570,Julienne McKee,20903,Georgia Tech,Atlantic Coast (ACC),12.62,13.13,12.9,12.89,2014
506,2844302,Tristine Johnson,21187,North Carolina,Atlantic Coast (ACC),12.89,12.81,12.51,12.52,2014
509,2770120,Lexie Burley,20839,East Tennessee State,Atlantic Sun,11.92,12.29,12.16,12.49,2014
512,4987492,Fabrina Espinoza,20887,Fresno State,Big 10,11.96,11.86,11.78,11.77,2014
514,2783987,Jordan Wilson,21453,Texas A&amp;M,Big 12,12.29,11.87,12.5,12.71,2014
517,2783981,Haley Gooch,21453,Texas A&amp;M,Big 12,11.36,12.01,12.49,12.34,2014
521,2765043,Victoria Profit,21505,Villanova,Big East,11.16,11.05,11.4,11.69,2014
523,2767013,Kellee Glaus,21141,Montana,Big Sky,11.4,11.5,12.56,11.52,2014
533,2767089,Jasia Richardson,21074,Marshall,C-USA,12.08,12.55,12.92,13.56,2014
535,2842658,Brianna Santiago,21481,Tulane,C-USA,11.41,12.06,11.88,12.33,2014
542,2832670,Ali Shields,21497,Utah Valley University,Great West,10.89,10.84,11.07,11.44,2014
546,2826356,Chiara Allen,21546,Western Michigan,Mid-American (MAC),11.71,12.56,11.87,11.95,2014
553,2765543,Shanieka (Thomas) Ricketts,21326,San Diego State,Mountain West (MWC),12.9,13.96,14.15,14.0,2014
557,2862781,Taylar Mills,21174,Nevada-Las Vegas,Mountain West (MWC),11.25,11.54,12.34,11.93,2014
559,4987492,Fabrina Espinoza,20887,Fresno State,Mountain West (MWC),11.96,11.86,11.78,11.77,2014
561,2874655,Olivia Hudson,21174,Nevada-Las Vegas,Mountain West (MWC),11.02,11.57,11.72,11.74,2014
562,2839179,Amy Medina,20768,Colorado State,Mountain West (MWC),11.58,11.19,11.62,10.88,2014
569,2765221,Kelli Keck,21450,Tennessee Tech,Ohio Valley (OVC),11.24,10.92,10.62,10.21,2014
571,1767080,Shaniae Lakes,21523,Washington,PAC-12,12.5,12.58,13.19,12.34,2014
574,2844692,Allison Outerbridge,21448,Tennessee,Southeastern (SEC),11.67,12.33,12.2,12.98,2014
593,1766741,Karimah Shepherd,21190,North Carolina State,Atlantic Coast (ACC),11.9,11.74,12.72,13.13,2013
596,1674037,Jazueline Daniels,21190,North Carolina State,Atlantic Coast (ACC),12.04,12.27,12.01,12.18,2013
598,1748509,Kelly Monteleone,20839,East Tennessee State,Atlantic Sun,11.66,11.54,11.4,12.33,2013
600,1811531,Jennifer Smyth,21199,North Florida,Atlantic Sun,11.81,11.91,10.97,11.68,2013
602,1746965,Ada Unachukwu,21102,Michigan,Big 10,12.21,12.41,12.6,12.0,2013
605,1673077,Andrea Geubelle,20996,Kansas,Big 12,13.39,13.2,14.17,13.76,2013
612,1671196,Lauren Leniart,21219,Notre Dame,Big East,10.7,10.95,11.39,11.55,2013
615,1676040,Elise Jepsen,20848,Eastern Washington,Big Sky,10.98,11.07,10.72,10.46,2013
618,1670924,Tamisha Foster,20731,Charleston Southern,Big South,11.85,12.5,12.17,11.51,2013
627,659143,Ashlea Johnson,21364,South Dakota,Great West,11.13,11.23,11.19,11.11,2013
629,1773320,Samia Taylor,21580,Wisconsin-Milwaukee,Horizon,12.26,12.91,12.59,11.92,2013
631,1673478,Yuhong Fu,21470,Toledo,Mid-American (MAC),11.85,11.99,11.99,11.98,2013
632,1673474,Kiah Douglas,21470,Toledo,Mid-American (MAC),11.06,11.81,11.79,11.87,2013
634,1673473,Katie Bollin,21470,Toledo,Mid-American (MAC),11.18,11.57,11.29,11.33,2013
636,1748420,Kimsue Grant,21131,Missouri State,Missouri Valley (MVC),12.43,12.65,13.0,12.52,2013
638,1699036,Courtney Reinke,21560,Wichita State,Missouri Valley (MVC),12.29,12.04,12.45,12.3,2013
639,1684979,Shelesa Smith,20974,Indiana State,Missouri Valley (MVC),11.85,12.11,12.35,12.08,2013
640,1671955,Kendall Rush,20968,Illinois State,Missouri Valley (MVC),11.09,11.8,11.78,11.89,2013
644,1809800,Alex Evans,21326,San Diego State,Mountain West (MWC),12.5,12.65,12.93,13.12,2013
645,1766983,Deborah Amoah,21175,Nevada-Reno,Mountain West (MWC),12.1,12.49,12.47,12.77,2013
648,691626,Thoraya Maronsey,21326,San Diego State,Mountain West (MWC),11.96,11.96,11.62,12.08,2013
655,1665186,Teika Robinson,21159,Mt St. Mary's,Northeast (NEC),11.4,11.31,11.47,10.74,2013
656,1767202,Cenitra Hudson,20630,Austin Peay,Ohio Valley (OVC),11.3,11.61,11.5,11.91,2013
660,1767220,Page Harris,20988,Jacksonville State,Ohio Valley (OVC),11.33,11.08,11.5,11.19,2013
663,1805695,Alitta Boyd,21493,USC,PAC-10,12.78,13.07,13.32,13.36,2013
664,3863865,Melia Cox,21493,USC,PAC-10,12.71,13.22,12.8,12.78,2015
665,1781805,Amanda Hunter,21484,UC Berkeley,PAC-10,11.93,12.37,12.73,13.19,2013
666,1781802,Karynn Dunn,21424,Stanford,PAC-10,12.02,12.22,12.84,12.06,2013
667,1991481,Maggie Pietka,21242,Oregon,PAC-10,11.32,11.56,11.8,11.64,2013
668,1672918,Alexandra Romanelli,20683,Bucknell,Patriot,11.1,11.47,10.9,11.08,2013
670,1672821,Marci Morman,21124,Mississippi,Southeastern (SEC),12.0,12.6,12.79,12.71,2013
673,1667995,Janelle McNeil,20855,Elon,Southern (SoCon),10.84,11.02,11.1,11.27,2013
675,1770811,Jennifer Brown,21462,Texas-Arlington,Southland (SLC),11.89,11.68,11.54,11.78,2013
676,1763666,Eboni Johnson,21466,Texas-San Antonio,Southland (SLC),12.06,12.0,12.38,11.64,2013
681,645603,Brittney Cloudy,21409,Saint Louis U,Atlantic 10,12.48,12.7,12.61,12.57,2012
687,645813,Michelle Newman,21187,North Carolina,Atlantic Coast (ACC),12.37,12.57,12.5,11.89,2012
692,645992,Tanaya Lloyd,21255,Penn State,Big 10,11.83,12.46,12.74,12.83,2012
693,676458,Jordan Helgren,21576,Wisconsin,Big 10,12.5,12.66,12.49,12.71,2012
695,636645,Kelcey Mc Kinney,21230,Ohio State,Big 10,11.86,12.47,12.8,12.28,2012
696,4987492,Fabrina Espinoza,20972,Indiana (IN),Big 10,11.96,11.86,11.78,11.77,2014
698,675190,Jessica Ubanyionwu,20641,Baylor,Big 12,12.92,13.09,13.44,13.12,2012
701,623174,Jamaica Collins,20996,Kansas,Big 12,11.56,11.52,11.03,11.41,2012
702,628173,Charachesicia Lockhart,21051,Louisville,Big East,11.71,12.07,11.84,13.28,2012
703,627745,Nwamaka Okobi,21311,Rutgers,Big East,12.14,12.01,12.35,12.23,2012
705,718315,Ieva Staponkute,21442,Syracuse,Big East,11.85,12.24,12.85,11.81,2012
708,692358,Baiba Celma,21314,Sacramento State,Big Sky,11.66,11.89,11.44,12.51,2012
709,623488,Shene Davis,20848,Eastern Washington,Big Sky,11.6,11.64,11.75,12.18,2012
712,1639462,Mia Aghaji,21033,Liberty,Big South,12.13,11.99,12.81,12.83,2012
714,625098,Alyssa Pegues,21033,Liberty,Big South,11.88,11.93,11.83,12.04,2012
716,841520,Ese Ntekume,20792,CS Northridge,Big West,11.03,12.14,12.18,12.47,2012
717,687942,Stella Dugall,20792,CS Northridge,Big West,12.05,12.74,12.15,12.2,2012
718,689221,Tayler Williams,21489,UC Santa Barbara,Big West,11.57,12.55,11.94,12.18,2012
722,637606,Angelia Nugent,20902,Georgia State,Colonial (CAA),12.17,11.97,12.77,13.0,2012
723,639516,Namatirai Grace Mavugara,20897,George Mason,Colonial (CAA),12.29,12.66,12.5,12.34,2012
725,678746,Jaclyn Smith,20989,James Madison,Colonial (CAA),11.79,11.62,11.92,11.97,2012
727,659109,Mikaela Hirst,21197,North Dakota,Great West,10.98,11.16,11.4,11.25,2012
729,607931,Kristin Brandt,20784,Cornell,Heps,11.51,12.24,12.19,12.11,2012
730,605849,Catherin Okoukoni,21254,Penn,Heps,11.61,11.71,12.19,11.95,2012
733,637290,Jenner Sio,21207,Northern Illinois,Mid-American (MAC),11.42,11.85,12.16,12.24,2012
737,618850,Krista Stillson,21101,Miami (OH),Mid-American (MAC),10.34,11.62,11.71,11.09,2012
738,628305,Malaikah Love,21373,Southern Illinois-Carbondale,Missouri Valley (MVC),12.75,12.7,12.89,13.16,2012
744,676358,Witney Sorell,21560,Wichita State,Missouri Valley (MVC),11.21,11.41,11.6,11.45,2012
748,659185,Meaghan Peak,20768,Colorado State,Mountain West (MWC),11.41,11.67,11.91,12.31,2012
749,1772145,Melissa Keltner,20690,BYU,Mountain West (MWC),11.74,11.37,12.1,11.68,2013
751,667585,Deja Edwards,21174,Nevada-Las Vegas,Mountain West (MWC),11.52,11.86,11.75,11.87,2012
753,861774,Ria Daniels,21174,Nevada-Las Vegas,Mountain West (MWC),10.53,10.76,11.68,11.57,2012
760,683215,Queenie Adeboyejo,20841,Eastern Illinois,Ohio Valley (OVC),11.34,12.09,11.78,12.09,2012
765,897407,Morgan Thacker,20842,Eastern Kentucky,Ohio Valley (OVC),10.9,10.93,10.82,10.78,2012
767,1767080,Shaniae Lakes,21523,Washington,PAC-10,12.5,12.58,13.19,12.34,2014
768,692557,Arantxa King,21424,Stanford,PAC-10,11.79,12.88,12.93,13.16,2012
772,676144,Taylor Nichols,21523,Washington,PAC-10,12.09,12.22,12.56,12.28,2012
773,1767084,Ashley Potter,21548,Western Oregon,PAC-10,39.4375,39.72916666666666,39.333333333333336,40.125,2012
776,605486,Meghan Frate,20683,Bucknell,Patriot,11.0,10.89,10.81,10.6,2012
779,604159,Aria Gaines,21124,Mississippi,Southeastern (SEC),12.34,12.43,12.56,12.34,2012
782,656705,Michelle Ogashi,21369,Southeast Louisiana,Southland (SLC),12.27,12.23,12.37,12.92,2012
785,662788,Ambra Mccuin,21321,Sam Houston State,Southland (SLC),11.52,12.43,13.02,12.06,2012
788,688539,Micah Jones,21223,Oakland University,Summit,11.8,11.93,11.7,11.07,2012
789,656498,Jasmine Manuel,21049,Louisiana-Lafayette,Sun Belt,12.54,12.55,12.77,13.29,2012
790,707017,Ashani Roberts,20873,Florida Atlantic,Sun Belt,12.0,12.56,12.7,12.34,2012
792,1766983,Deborah Amoah,21175,Nevada-Reno,Western (WAC),12.1,12.49,12.47,12.77,2013
793,676829,Julia Stewart,21496,Utah State,Western (WAC),11.69,11.77,11.53,11.69,2012
794,626894,Whitney Ford,20668,Boston University,America East,12.42,12.31,12.51,12.68,2011
795,668744,Tiffany Sprenkels,20591,Albany,America East,11.76,11.89,11.95,12.41,2011
796,627162,Camille Quarles,21176,New Hampshire,America East,11.95,12.17,12.34,12.27,2011
798,675769,Kimberly Williams,20876,Florida State,Atlantic Coast (ACC),13.78,14.38,14.03,14.25,2011
806,637691,Jill Arthur,21002,Kennesaw State,Atlantic Sun,11.07,12.13,12.6,11.91,2011
819,624402,Anita James,21261,Pittsburgh,Big East,11.55,12.14,12.02,12.4,2011
820,626589,Alyssa Davis,21072,Marquette,Big East,11.07,11.95,11.96,12.26,2011
824,692384,Naima Goodwin,21314,Sacramento State,Big Sky,10.96,11.58,12.01,11.73,2011
