,ID,Name,School_ID,School,Division,Fr_PR,So_PR,Jr_PR,Sr_PR,Grad_Yr
29,7545451,Morgan McDonald,21576,Wisconsin,Big 10,809.79,803.28,887.93,826.76,2019
30,9036966,Billy Magnesen,20966,Illinois,Big 10,881.25,877.03,892.62,898.32,2019
31,10317156,Olin Hacker,21576,Wisconsin,Big 10,863.33,839.7,844.49,899.11,2019
32,9237226,Joe Klecker,20765,Colorado,Big 12,824.23,822.64,821.65,815.95,2019
33,9775736,Ethan Gonzales,20765,Colorado,Big 12,876.37,845.63,884.04,838.12,2019
34,8830381,Jacob Perry,21453,Texas A&amp;M,Big 12,894.92,874.04,908.95,875.45,2019
36,9157721,Jon Klaiber,21072,Marquette,Big East,934.52,875.04,891.49,895.73,2019
37,9171385,Geordie Beamish,21204,Northern Arizona,Big Sky,850.45,833.59,835.65,811.58,2019
38,7518437,Harvey Nelson,21204,Northern Arizona,Big Sky,894.92,893.81,869.86,860.37,2019
39,10478062,Joe Simmons,20965,Idaho State,Big Sky,902.04,879.38,868.73,894.46,2021
41,9120487,Ryan Wolff,21204,Northern Arizona,Big Sky,966.09,932.87,877.05,941.81,2019
42,8893240,Azaria Kirwa,21033,Liberty,Big South,896.89,840.29,859.61,842.15,2019
43,8830737,Jordy Ceja,21485,UC Davis,Big West,914.93,874.63,877.99,873.26,2019
45,7532264,Connor Danielson,21197,North Dakota,Great West,926.23,932.02,918.09,895.1,2019
46,8776340,Cal Davidson-Turner,21341,Seattle University,Great West,938.09,910.02,969.67,908.36,2019
47,8892256,Brian Zabilski,20770,Columbia,Heps,851.6,850.9,849.11,833.51,2019
48,8892307,Jeremy Spiezio,21270,Princeton,Heps,858.06,865.61,851.87,849.65,2019
49,7485012,Ryan Sullivan,21602,Youngstown State,Horizon,894.19,880.19,868.44,861.06,2019
50,9148091,Amir Khaghani,21065,Manhattan,Metro Atlantic (MAAC),880.34,865.87,873.24,881.46,2019
51,9128297,Brandon Avers,21003,Kent State,Mid-American (MAC),932.11,891.04,906.37,928.68,2019
52,9118928,Daniel Kiptoo,20659,Bethune-Cookman,Mid-Eastern (MEAC),948.63,945.67,939.74,953.15,2019
53,9118932,Xavier Walton,20659,Bethune-Cookman,Mid-Eastern (MEAC),908.6,929.84,932.06,958.37,2019
54,8830302,Akis Medrano,20974,Indiana State,Missouri Valley (MVC),893.04,875.62,859.3,850.96,2019
55,10480219,Chase Howard,33998,Creighton,Missouri Valley (MVC),916.51,917.02,886.19,851.86,2021
56,8700437,Cole Rockhold,20768,Colorado State,Mountain West (MWC),833.3,832.73,820.29,815.26,2019
57,8700394,Jacob Bilvado,20583,Air Force,Mountain West (MWC),847.05,834.68,831.74,827.65,2019
58,8700436,Carson Hume,20768,Colorado State,Mountain West (MWC),900.42,857.71,843.64,838.94,2019
59,9125940,James Withers,21496,Utah State,Mountain West (MWC),876.84,865.51,872.93,863.29,2019
60,8744779,Riley Campbell,20666,Boise State,Mountain West (MWC),874.93,871.14,859.58,898.28,2019
61,7474472,Jonah Henry,21595,Wyoming,Mountain West (MWC),881.5,868.91,929.06,909.64,2019
62,7496299,Efren Reyes,20887,Fresno State,Mountain West (MWC),937.32,929.72,964.8,920.5,2019
63,9124132,Zach Stewart,20842,Eastern Kentucky,Ohio Valley (OVC),890.6,883.37,897.79,882.57,2019
64,8892241,Erick Rotich,20842,Eastern Kentucky,Ohio Valley (OVC),845.03,848.5,887.34,883.09,2019
65,8893197,Corey Tooke,21148,Morehead State,Ohio Valley (OVC),923.53,936.91,918.93,914.82,2019
66,8893201,Shane Rigsby,21148,Morehead State,Ohio Valley (OVC),905.03,906.89,876.05,954.32,2019
67,8909924,Grant Fisher,21424,Stanford,PAC-12,810.13,817.77,812.0,809.52,2019
68,8830292,John Reniewicki,20618,Arizona State,PAC-12,868.12,883.74,864.23,835.9,2019
70,7522519,Garrett Corcoran,21484,UC Berkeley,PAC-12,872.66,837.36,834.64,885.27,2019
72,8893187,Zach Long,21448,Tennessee,Southeastern (SEC),893.11,834.49,819.22,836.56,2019
73,7503814,Austen Dalquist,20619,Arkansas,Southeastern (SEC),857.43,838.09,830.87,851.97,2019
74,8733818,JT Mackay,21126,Mississippi State,Southeastern (SEC),908.89,909.24,888.86,912.36,2019
75,8830413,Evan Suzman,21499,Vanderbilt,Southeastern (SEC),982.24,968.07,929.71,915.93,2019
76,8830412,Caleb Casolaro,21499,Vanderbilt,Southeastern (SEC),971.4,981.29,926.17,925.9,2019
78,7480642,Frank Lara,20891,Furman,Southern (SoCon),896.61,845.15,851.65,851.61,2019
79,9036895,Dylan Carmack,20808,Davidson,Southern (SoCon),887.9,872.83,850.65,957.91,2019
80,7440246,Michael Guerrero,21462,Texas-Arlington,Southland (SLC),883.31,881.34,861.86,848.35,2019
82,8764742,Hassan Chepkwony,20917,Grambling State,Southwestern (SWAC),861.67,925.84,924.83,940.32,2019
83,10724054,Aaron Koech,20917,Grambling State,Southwestern (SWAC),975.24,992.04,968.03,1048.25,2020
84,10714637,Noah Rugut,20917,Grambling State,Southwestern (SWAC),938.43,971.54,975.14,1049.73,2020
85,9265124,Hillary Kiprop,20917,Grambling State,Southwestern (SWAC),985.59,983.6,1038.25,999.08,2019
86,8892274,Kyle Burdick,21365,South Dakota State,Summit,907.0,840.84,845.14,843.76,2019
89,9031357,Brennan Garriques,21478,Troy,Sun Belt,932.77,945.09,944.16,909.54,2019
93,8700299,Evan Misuraca,21335,Santa Clara,West Coast (WCC),915.07,928.12,957.65,894.01,2019
94,8700279,Mason Labadie,28962,St Mary's (CA),West Coast (WCC),928.27,910.62,901.67,907.05,2019
95,8700316,Caleb McLain,21327,San Francisco,West Coast (WCC),884.57,879.63,877.7,915.99,2019
96,8700302,Wilder Boyden,21335,Santa Clara,West Coast (WCC),937.13,909.69,895.23,928.76,2019
97,8693539,Alex Sasser,21053,Loyola Marymount,West Coast (WCC),940.33,939.24,923.55,943.68,2019
98,8693503,Eli Rosen-Duran,37969,U of San Diego,West Coast (WCC),965.25,1004.65,944.18,992.22,2019
99,8775908,Skylar Ovnicek,20964,Idaho,Western (WAC),928.1,920.53,893.2,907.59,2019
104,6339752,Brian Barraza,20955,Houston,American,853.54,836.76,851.97,818.71,2018
109,6338980,Bradley Heuer,21012,La Salle,Atlantic 10,937.7,906.14,891.96,900.51,2018
110,7474897,Nahom Solomon,20903,Georgia Tech,Atlantic Coast (ACC),880.11,870.51,865.79,831.92,2018
114,8893153,Matthew Munns,20903,Georgia Tech,Atlantic Coast (ACC),883.78,876.81,863.21,861.47,2018
116,7491284,Carl Oberfeitinger,20839,East Tennessee State,Atlantic Sun,933.04,912.65,903.4,911.11,2018
117,7485214,Aaron Baumgarten,21102,Michigan,Big 10,862.82,840.64,845.05,840.22,2018
118,7530371,Billy Bund,21102,Michigan,Big 10,872.39,859.27,878.79,859.24,2018
119,7482282,Jeremy Craven,21274,Purdue,Big 10,898.69,886.24,868.97,871.92,2018
126,7497793,Justyn Knight,21442,Syracuse,Big East,814.86,807.23,797.51,798.74,2018
127,7495979,Philo Germano,21442,Syracuse,Big East,856.89,846.7,836.27,830.48,2018
128,7495976,Colin Bennie,21442,Syracuse,Big East,838.68,834.77,844.47,842.16,2018
130,6070219,Andy Trouard,21204,Northern Arizona,Big Sky,836.95,874.6,853.02,801.07,2018
136,7547293,Swarnjit Boyal,20694,Cal Poly SLO,Big West,863.65,842.4,841.48,841.74,2018
137,8150395,Michael Giguere,20694,Cal Poly SLO,Big West,875.79,869.02,859.18,864.96,2018
138,2645914,Chris Frias,20694,Cal Poly SLO,Big West,859.83,858.48,853.31,869.23,2018
140,8032224,Izzak Mireles,21486,UC Irvine,Big West,878.74,886.4,886.04,883.53,2018
142,6695758,Austin Goins,21485,UC Davis,Big West,900.5,896.53,926.66,920.35,2018
143,7531366,Imran Bell,21292,Rice,C-USA,899.3,881.05,901.59,895.8,2018
144,6069591,Faris Sakallah,21564,William &amp; Mary,Colonial (CAA),914.12,920.5,892.96,875.33,2018
145,7430441,Tyson Lambert,21497,Utah Valley University,Great West,894.71,876.29,857.76,881.87,2018
146,7519142,Brice Cowman,21364,South Dakota,Great West,931.35,948.67,919.65,898.2,2018
150,7497703,Dominic DeLuca,20784,Cornell,Heps,929.5,887.09,850.39,883.47,2018
152,7481480,Ben Metzger,21101,Miami (OH),Mid-American (MAC),956.49,894.77,874.53,880.03,2018
153,9197658,Zac Thompson,21101,Miami (OH),Mid-American (MAC),925.05,911.81,897.68,888.12,2018
159,7474458,Dillon Maggard,21496,Utah State,Mountain West (MWC),922.44,848.07,821.17,810.02,2018
170,7234086,Colby Gilbert,21523,Washington,PAC-12,855.15,815.2,818.68,821.88,2018
171,7234075,Jack Keelan,21424,Stanford,PAC-12,825.82,826.95,843.67,830.48,2018
172,5986893,Daniel De La Torre,21490,UCLA,PAC-12,848.16,844.7,826.14,834.32,2018
174,7496293,Michael Williams,21526,Washington State,PAC-12,848.26,844.16,848.85,842.36,2018
176,5986904,Myles Smith,21490,UCLA,PAC-12,872.17,877.82,905.79,856.66,2018
180,7394059,Bryan Kamau,20900,Georgia,Southeastern (SEC),889.61,893.13,841.65,824.48,2018
188,7522893,Nathan Jones,21090,McNeese State,Southland (SLC),879.89,874.31,885.64,842.59,2018
190,7338726,Preston Borg,20715,Central Arkansas,Southland (SLC),905.84,909.89,925.38,898.03,2018
191,7508800,Jose Angel Gonzalez,21460,Texas State,Southland (SLC),897.14,892.58,890.47,930.08,2018
192,7338716,Alonzo Pollum,20715,Central Arkansas,Southland (SLC),928.91,987.4,916.26,973.6,2018
200,6348466,Bryce Stroede,21223,Oakland University,Summit,863.87,843.61,829.9,897.59,2018
201,7512660,Grant Kaiser,21544,Western Illinois,Summit,948.3,924.2,949.42,972.7,2018
202,7440219,Michael Lowe,21202,North Texas,Sun Belt,885.73,886.08,936.47,865.49,2018
203,7487681,Beau Robinson,21049,Louisiana-Lafayette,Sun Belt,925.92,889.67,888.92,923.3,2018
205,7332269,Jack Polerecky,21053,Loyola Marymount,West Coast (WCC),881.84,869.95,857.02,843.12,2018
208,7332285,Kevin Maeda,21257,Pepperdine,West Coast (WCC),931.43,894.99,914.56,875.2,2018
210,7332213,James Pedrotti,37969,U of San Diego,West Coast (WCC),931.15,878.9,895.85,880.22,2018
213,7332268,Harry Loasby,21053,Loyola Marymount,West Coast (WCC),922.67,945.39,919.37,901.27,2018
215,7846699,Will Burschinger,21335,Santa Clara,West Coast (WCC),942.19,917.33,916.28,904.22,2018
217,7431607,Noah Westfall,21335,Santa Clara,West Coast (WCC),965.5,924.4,922.5,925.75,2018
218,7332214,Liam Burke,37969,U of San Diego,West Coast (WCC),961.45,946.73,896.48,929.42,2018
220,7431604,Andrew Melendez,21335,Santa Clara,West Coast (WCC),917.17,912.86,958.43,956.54,2018
239,6256762,Michael Damato,21199,North Florida,Atlantic Sun,901.5,888.11,926.46,906.29,2017
241,6030470,Jared Daedler,21040,Lipscomb,Atlantic Sun,1005.68,933.33,960.1,964.12,2017
250,6070254,Austin Wells,21453,Texas A&amp;M,Big 12,891.24,877.38,845.61,855.04,2017
268,4802000,Bryan Guijarro,21489,UC Santa Barbara,Big West,878.32,889.35,858.84,890.59,2017
269,5885445,Joe Casco,20790,CS Fullerton,Big West,925.63,939.03,949.86,891.71,2017
271,5956959,David Galvez,20694,Cal Poly SLO,Big West,927.81,891.85,914.08,922.24,2017
272,5986850,Jose Penaloza,20790,CS Fullerton,Big West,901.25,887.43,918.6,935.42,2017
273,5920612,Nolan Del Valle,21486,UC Irvine,Big West,929.22,908.37,910.58,936.02,2017
275,5922201,Evans Kiprono,21463,Texas-El Paso,C-USA,959.71,896.64,900.66,907.87,2017
276,7491672,AJ Tucker,21564,William &amp; Mary,Colonial (CAA),916.85,922.36,895.69,864.71,2017
281,2656185,Logan Petty,21497,Utah Valley University,Great West,962.16,883.15,883.11,919.86,2017
288,5883804,Nathan Kuck,20671,Bowling Green,Mid-American (MAC),974.64,931.19,891.88,884.2,2017
304,6030381,Paxson Menard,20841,Eastern Illinois,Ohio Valley (OVC),903.4,889.68,878.72,878.97,2017
308,6012938,Edward Cheserek,21242,Oregon,PAC-12,798.71,825.25,805.59,804.72,2017
316,4831177,Thomas Joyce,21484,UC Berkeley,PAC-12,883.48,837.31,814.42,861.61,2017
323,6030757,Aidan Swain,20619,Arkansas,Southeastern (SEC),923.16,900.54,877.71,861.73,2017
324,6074558,Jake Van Geffen,21499,Vanderbilt,Southeastern (SEC),917.86,909.83,885.88,904.37,2017
331,4831077,Craig Lautenslager,21462,Texas-Arlington,Southland (SLC),880.41,860.9,857.74,836.85,2017
351,4788520,Alex Dillard,21265,Portland,West Coast (WCC),875.31,859.8,846.47,841.1,2017
357,5373424,Ryan Greenough,21335,Santa Clara,West Coast (WCC),920.43,902.37,916.5,900.0,2017
377,12123148,Graham Crawford,21190,North Carolina State,Atlantic Coast (ACC),846.14,829.27,832.05,822.55,2016
384,4802194,Jared Wingerter,21040,Lipscomb,Atlantic Sun,887.69,887.62,903.33,886.54,2016
385,4802193,Daniel Gardner,21040,Lipscomb,Atlantic Sun,888.84,894.8,945.32,887.25,2016
391,3791284,Mason Ferlic,21102,Michigan,Big 10,855.67,835.12,826.89,817.56,2016
393,3866306,Ian Barnett,20966,Illinois,Big 10,841.2,839.65,867.71,840.68,2016
394,4742272,Caleb Rhynard,21103,Michigan State,Big 10,837.99,829.6,846.2,846.18,2016
397,5511141,August Pappas,21102,Michigan,Big 10,878.34,863.97,875.27,880.33,2016
400,3865898,Pierce Murphy,20765,Colorado,Big 12,844.21,828.74,817.05,818.19,2016
402,3762425,Ammar Moussa,20765,Colorado,Big 12,837.96,836.0,821.87,836.6,2016
410,4827289,Futsum Zienasellassie,21204,Northern Arizona,Big Sky,830.5,832.43,829.34,817.89,2016
411,3791217,Caleb Hoover,21204,Northern Arizona,Big Sky,873.15,845.4,872.34,838.94,2016
417,3844443,Jeff LaCoste,20945,High Point,Big South,887.81,883.27,870.48,929.56,2016
419,5885454,Brandon Vientos,21053,Loyola Marymount,Big West,891.94,876.96,879.66,851.77,2016
422,4720495,Jeff Little,20790,CS Fullerton,Big West,922.96,919.04,909.47,908.79,2016
426,4155314,Tim Bergstrom,21044,Long Beach State,Big West,937.81,943.59,899.18,915.88,2016
430,4720497,Donald Bernard,20790,CS Fullerton,Big West,916.8,926.54,973.61,990.98,2016
437,3752927,Baxter Arguinchona,21341,Seattle University,Great West,932.33,900.53,901.33,885.17,2016
441,5354532,Thomas Awad,21254,Penn,Heps,844.75,828.9,837.4,821.77,2016
447,5033693,Nate Ghena,20719,Central Michigan,Mid-American (MAC),884.78,886.91,901.5,861.42,2016
455,3645447,David Elliott,20666,Boise State,Mountain West (MWC),849.89,837.21,838.86,822.17,2016
462,3645452,Aaron Back,20666,Boise State,Mountain West (MWC),860.54,872.93,878.29,898.81,2016
476,3642686,Chris Walden,21484,UC Berkeley,PAC-12,864.89,858.2,867.25,852.19,2016
477,4477568,Sergey Sushchickh,21490,UCLA,PAC-12,882.31,863.41,860.35,854.59,2016
478,4827264,Ryan Herson,20618,Arizona State,PAC-12,831.0,824.81,831.82,863.75,2016
481,3663599,Zack Sims,20900,Georgia,Southeastern (SEC),868.64,859.48,851.16,847.32,2016
488,4802307,Nick French,21499,Vanderbilt,Southeastern (SEC),916.64,918.68,908.14,911.35,2016
493,5182642,Luke Weishaar,21322,Samford,Southern (SoCon),905.03,905.9,884.43,900.11,2016
505,6786553,Wil Norris,20620,Arkansas State,Sun Belt,916.01,904.6,894.16,870.75,2016
509,3762481,William Kincaid,21265,Portland,West Coast (WCC),862.96,838.89,828.27,812.49,2016
511,5885454,Brandon Vientos,21053,Loyola Marymount,West Coast (WCC),891.94,876.96,879.66,851.77,2016
514,4724384,Lance Capel,21053,Loyola Marymount,West Coast (WCC),942.49,911.0,897.92,893.25,2016
516,3533681,Bryan Crook,21335,Santa Clara,West Coast (WCC),916.48,893.89,890.15,902.32,2016
529,3844948,Michael Scolarici,21409,Saint Louis U,Atlantic 10,895.24,872.39,874.2,892.5,2015
530,3749021,Tim Zellmer,21409,Saint Louis U,Atlantic 10,896.92,881.15,901.22,909.72,2015
545,3674324,David Madrigal,21103,Michigan State,Big 10,904.2,857.89,880.13,865.75,2015
550,2786074,Matt Fischer,21255,Penn State,Big 10,851.47,841.23,849.97,905.6,2015
553,3791220,Craig Lutz,21452,Texas,Big 12,840.95,840.53,849.41,841.33,2015
556,3869329,Martin Hehir,21442,Syracuse,Big East,841.6,833.65,830.88,815.7,2015
562,3809853,Hartnel Paultre,21513,VMI,Big South,948.05,918.33,920.9,971.07,2015
565,2636321,Alex Tebbe,21486,UC Irvine,Big West,923.38,878.56,875.54,874.07,2015
570,2636342,Blake Ahrold,20694,Cal Poly SLO,Big West,910.53,880.34,857.42,887.63,2015
575,2874032,Nicholas Beechan,21487,UC Riverside,Big West,971.68,936.77,920.62,923.86,2015
580,3818178,Stephen Sollowin,21203,Northeastern,Colonial (CAA),897.87,881.53,842.99,915.8,2015
590,3675503,Warren Witchell,20844,Eastern Michigan,Mid-American (MAC),895.06,860.53,896.92,866.28,2015
601,2733223,Erik Olson,21424,Stanford,PAC-12,857.2,826.12,816.91,816.77,2015
611,4897948,Kemoy Campbell,20619,Arkansas,Southeastern (SEC),898.84,901.95,812.82,800.39,2015
630,2645941,Jose Madera,21327,San Francisco,West Coast (WCC),886.37,882.47,859.27,851.86,2015
637,3642125,Justin Jayme,28962,St Mary's (CA),West Coast (WCC),960.48,1002.64,930.5,921.9,2015
642,2889313,Peter Stephens,21335,Santa Clara,West Coast (WCC),948.76,943.39,920.4,946.64,2015
645,7474458,Dillon Maggard,21496,Utah State,Western (WAC),922.44,848.07,821.17,810.02,2018
648,2656037,Andrew Colley,21190,North Carolina State,Atlantic Coast (ACC),824.79,829.61,825.69,826.74,2014
650,2881778,Alexander Rose,21517,Wake Forest,Atlantic Coast (ACC),881.65,868.44,853.38,839.07,2014
651,3485833,Matt Valeriani,21187,North Carolina,Atlantic Coast (ACC),882.03,871.3,883.94,867.73,2014
656,1608485,Mohammed Ahmed,21576,Wisconsin,Big 10,842.04,814.23,830.32,808.02,2014
667,6349364,Nick Happe,21219,Notre Dame,Big East,834.15,847.26,875.24,823.55,2014
669,2733157,Andrew Springer,20898,Georgetown,Big East,841.53,828.74,826.05,834.43,2014
673,2733184,Josh MacDonald,21033,Liberty,Big South,888.44,873.9,880.5,845.87,2014
675,2742593,Cabell Willis,21513,VMI,Big South,904.8,889.9,903.24,893.47,2014
680,2645972,Grayson Hough,21485,UC Davis,Big West,934.1,919.82,928.08,882.11,2014
682,3763796,David Cardona,20694,Cal Poly SLO,Big West,885.15,853.07,857.25,897.46,2014
687,2629771,Andrew Garcia,21044,Long Beach State,Big West,929.06,895.93,896.99,921.51,2014
692,2617663,Anthony Castellon,20790,CS Fullerton,Big West,938.2,911.86,947.16,930.11,2014
698,2733164,James Leakos,20937,Harvard,Heps,873.14,836.93,837.24,824.57,2014
700,2733149,John Bleday,20807,Dartmouth,Heps,868.41,847.92,853.01,844.71,2014
706,2030973,Soufiane Bouchikhi,20842,Eastern Kentucky,Ohio Valley (OVC),841.71,834.37,830.7,825.92,2014
707,2671091,Chase Ratliff,21148,Morehead State,Ohio Valley (OVC),960.83,958.35,920.37,880.91,2014
709,2874443,Lawi Lalang,20617,Arizona,PAC-12,810.64,798.88,815.19,798.36,2014
712,6349364,Nick Happe,21219,Notre Dame,PAC-12,834.15,847.26,875.24,823.55,2014
714,2665890,Parker Stinson,21242,Oregon,PAC-12,848.22,838.28,811.7,825.62,2014
720,1469245,Zach Torres,21490,UCLA,PAC-12,878.64,911.43,896.93,949.53,2014
728,1509784,J.D. Smith,20985,IUPUI (Indianapolis),Summit,915.63,929.66,906.18,928.43,2014
729,2655094,Pryce Ragains,20985,IUPUI (Indianapolis),Summit,939.0,935.2,914.11,943.18,2014
731,1766998,Charlie McDonald,21265,Portland,West Coast (WCC),900.65,878.98,879.89,849.97,2014
732,2617690,Kevin Joerger,21053,Loyola Marymount,West Coast (WCC),894.13,903.35,862.68,850.09,2014
740,2687059,Chris Garcia,28962,St Mary's (CA),West Coast (WCC),990.34,981.7,957.31,931.46,2014
741,2617688,Drew Dalton,21053,Loyola Marymount,West Coast (WCC),875.97,858.86,876.59,940.97,2014
742,9114173,Robert Gibson,20668,Boston University,America East,919.2,864.09,849.94,888.54,2013
751,1495206,Maverick Darling,21576,Wisconsin,Big 10,829.95,847.82,870.35,810.4,2013
752,1518582,Zachary Mayhew,20972,Indiana (IN),Big 10,845.25,847.33,834.94,821.95,2013
760,1519370,Kevin Williams,21232,Oklahoma,Big 12,831.13,824.58,819.87,839.77,2013
765,1509540,Connor Callahan,21072,Marquette,Big East,899.73,896.08,873.32,882.62,2013
766,667606,Diego Estrada,21204,Northern Arizona,Big Sky,827.37,829.35,806.94,795.33,2013
775,1516722,Bhavik Kanzaria,21489,UC Santa Barbara,Big West,900.49,886.16,913.6,868.97,2013
778,805517,Rex Nelson,21486,UC Irvine,Big West,889.38,869.2,872.29,879.65,2013
779,5885454,Brandon Vientos,21486,UC Irvine,Big West,891.94,876.96,879.66,851.77,2016
781,837132,Jared Long,21044,Long Beach State,Big West,950.36,941.49,912.02,904.12,2013
783,1341883,Jeremy Acosta,21489,UC Santa Barbara,Big West,911.49,887.32,884.18,919.93,2013
789,1465833,Brian Aleman,20790,CS Fullerton,Big West,961.45,963.44,952.22,952.42,2013
796,1534114,Terefe Ejigu,20844,Eastern Michigan,Mid-American (MAC),859.64,840.0,841.76,863.31,2013
798,1519358,Brett Egan,21208,Northern Iowa,Missouri Valley (MVC),905.09,883.05,879.88,889.67,2013
801,654310,Spenser Lynass,20768,Colorado State,Mountain West (MWC),963.72,867.67,890.95,864.48,2013
802,1512981,Jeremy Drenckhahn,20583,Air Force,Mountain West (MWC),878.15,839.57,951.18,866.1,2013
804,1514808,Tallon Scott,29090,Tennessee-Martin,Ohio Valley (OVC),956.61,987.55,985.95,967.36,2013
805,2665890,Parker Stinson,21242,Oregon,PAC-10,848.22,838.28,811.7,825.62,2014
806,2874443,Lawi Lalang,20617,Arizona,PAC-10,810.64,798.88,815.19,798.36,2014
807,2733223,Erik Olson,21424,Stanford,PAC-10,857.2,826.12,816.91,816.77,2015
808,4827264,Ryan Herson,20618,Arizona State,PAC-10,831.0,824.81,831.82,863.75,2016
809,1783376,Jono Lafler,21526,Washington State,PAC-10,849.08,868.33,935.57,842.69,2013
810,3642686,Chris Walden,21484,UC Berkeley,PAC-10,864.89,858.2,867.25,852.19,2016
811,2037891,James Slater,21484,UC Berkeley,PAC-10,953.28,894.21,897.66,866.76,2013
812,6349364,Nick Happe,20618,Arizona State,PAC-10,834.15,847.26,875.24,823.55,2014
813,4477568,Sergey Sushchickh,21490,UCLA,PAC-10,882.31,863.41,860.35,854.59,2016
814,4831177,Thomas Joyce,21484,UC Berkeley,PAC-10,883.48,837.31,814.42,861.61,2017
815,1941779,Alec Govi,21490,UCLA,PAC-10,884.35,865.69,861.52,891.83,2013
816,1465770,Matt Petersen,21484,UC Berkeley,PAC-10,893.35,886.45,898.31,910.38,2013
820,2046611,Alan Ash,21499,Vanderbilt,Southeastern (SEC),957.2,929.16,913.37,932.25,2013
821,1565412,Demetrios Pagonis,20808,Davidson,Southern (SoCon),898.42,880.79,857.3,875.84,2013
824,933111,Xavier Rodriguez,21425,Stephen F. Austin,Southland (SLC),937.48,901.03,898.37,887.59,2013
830,1274743,Kevin Oliver,21335,Santa Clara,West Coast (WCC),908.63,924.7,900.08,870.97,2013
832,1766999,Cody Wells,21265,Portland,West Coast (WCC),910.37,888.01,861.64,884.21,2013
839,1406112,Brian Holdmeyer,21409,Saint Louis U,Atlantic 10,925.3,925.23,882.85,869.11,2012
842,905745,Dave Vaccerello,20833,Duquesne,Atlantic 10,953.3,1012.97,978.29,922.68,2012
843,675864,William Mulherin,21510,Virginia Tech,Atlantic Coast (ACC),838.18,830.76,835.25,821.06,2012
845,645729,Andrew Brodeur,20831,Duke,Atlantic Coast (ACC),880.25,852.06,875.67,855.23,2012
848,640655,Andrew Poore,20972,Indiana (IN),Big 10,861.51,829.23,839.84,828.15,2012
852,9015501,Ben Hubers,20972,Indiana (IN),Big 10,849.83,836.21,823.06,853.8,2012
853,707619,Vince McNally,21255,Penn State,Big 10,896.15,849.24,859.95,868.91,2012
855,679411,Colin Mickow,20966,Illinois,Big 10,872.85,848.86,862.13,879.28,2012
859,636485,Kevin Burnett,21453,Texas A&amp;M,Big 12,861.86,848.06,837.91,845.88,2012
860,3241570,Andy Wacker,20765,Colorado,Big 12,846.39,841.74,821.49,856.48,2012
863,2733162,T.C. Lumbar,20898,Georgetown,Big East,875.21,879.26,885.5,844.75,2012
864,1252387,Corey Robinson,21442,Syracuse,Big East,893.61,854.84,853.45,861.84,2012
867,683087,Carl Nystuen,21142,Montana State,Big Sky,908.81,891.41,885.43,896.9,2012
